标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
"SZ159928,SH510880,SZ159929","消费ETF,红利ETF华泰柏瑞,医药ETF",2016-02-29,"1.1690,1.4294,1.1840",2016-03-07,"1.2280,1.5387,1.2300",2.40%,1.3964
"SH510050,SH510230,SH510180","上证50ETF,金融ETF,上证180ETF",2016-03-07,"1.7632,0.7392,2.2029",2016-03-14,"1.7340,0.7308,2.1701",-2.37%,1.3632
空仓,-,2016-03-14,-,2016-03-21,-,0.00%,1.3632
"SZ159915,SZ159939,SH510500","创业板ETF易方达,信息技术ETF,中证500ETF",2016-03-21,"2.1160,1.1440,5.3054",2016-03-28,"2.0730,1.1301,5.2458",1.82%,1.3881
"SH511010,SZ159943,SH510180","国债ETF,深证成指ETF大成,上证180ETF",2016-03-28,"109.7039,0.8963,2.2340",2016-04-05,"109.9217,0.9228,2.3037",0.80%,1.3992
"SH510880,SH510180,SH510410","红利ETF华泰柏瑞,上证180ETF,资源ETF博时",2016-04-05,"1.6008,2.3037,0.6400",2016-04-12,"1.5864,2.2660,0.6480",0.86%,1.4113
SH518880,黄金ETF,2016-04-12,2.6070,2016-04-19,2.5880,-1.12%,1.3955
SZ159928,消费ETF,2016-04-19,1.2790,2016-04-26,1.2610,-0.70%,1.3857
SH511010,国债ETF,2016-04-26,108.5631,2016-05-04,109.0862,0.66%,1.3948
"SZ159929,SZ159941,SH510900","医药ETF,纳指ETF,恒生中国企业ETF易方达",2016-05-04,"1.3200,0.2340,0.8134",2016-05-11,"1.2800,0.2368,0.7951",-2.37%,1.3617
"SH513500,SH510880,SH510170","标普500ETF博时,红利ETF华泰柏瑞,大宗商品ETF",2016-05-11,"0.6280,1.5020,0.3820",2016-05-18,"0.6155,1.5047,0.3702",-0.10%,1.3603
SH510170,大宗商品ETF,2016-05-18,0.3702,2016-05-25,0.3800,2.31%,1.3918
"SZ159941,SZ159929","纳指ETF,医药ETF",2016-05-25,"0.2395,1.2660",2016-06-01,"0.2445,1.2880",2.22%,1.4227
"SZ159943,SH510880,SH510170","深证成指ETF大成,红利ETF华泰柏瑞,大宗商品ETF",2016-06-01,"0.8945,1.5511,0.3930",2016-06-08,"0.9026,1.5465,0.3920",0.97%,1.4365
"SH510900,SH518880,SZ159920","恒生中国企业ETF易方达,黄金ETF,恒生ETF",2016-06-08,"0.8519,2.6460,1.0423",2016-06-17,"0.8107,2.7150,0.9966",-1.34%,1.4173
"SH510500,SZ159928,SH511010","中证500ETF,消费ETF,国债ETF",2016-06-17,"5.2282,1.3650,109.5719",2016-06-24,"5.1653,1.3400,109.7690",0.43%,1.4234
"SH511010,SZ159928","国债ETF,消费ETF",2016-06-24,"109.7690,1.3400",2016-07-01,"110.1896,1.3780",0.88%,1.4359
"SH510900,SZ159920,SH513500","恒生中国企业ETF易方达,恒生ETF,标普500ETF博时",2016-07-01,"0.8556,1.0423,0.6470",2016-07-08,"0.8464,1.0328,0.6495",0.10%,1.4374
SZ159939,信息技术ETF,2016-07-08,0.6005,2016-07-15,0.6070,1.92%,1.4649
"SZ159920,SH510900,SZ159941","恒生ETF,恒生中国企业ETF易方达,纳指ETF",2016-07-15,"1.0860,0.8931,0.2550",2016-07-22,"1.1003,0.8867,0.2540",1.71%,1.4899
"SH511010,SZ159929,SH510410","国债ETF,医药ETF,资源ETF博时",2016-07-22,"110.5738,1.3920,0.6760",2016-07-29,"110.7512,1.4160,0.6770",-0.57%,1.4815
"SH511010,SH510170,SZ159939","国债ETF,大宗商品ETF,信息技术ETF",2016-07-29,"110.7512,0.4190,0.5780",2016-08-05,"111.0447,0.4223,0.5770",-0.36%,1.4761
"SZ159901,SZ159939,SZ159902","深证100ETF易方达,信息技术ETF,中小100ETF华夏",2016-08-05,"1.9286,0.5770,3.2330",2016-08-12,"1.9789,0.5775,3.2810",0.39%,1.4819
"SH510230,SH510900,SH513500","金融ETF,恒生中国企业ETF易方达,标普500ETF博时",2016-08-12,"0.8060,0.9325,0.6940",2016-08-19,"0.8164,0.9389,0.6890",1.31%,1.5013
"SZ159920,SH510300,SH510900","恒生ETF,沪深300ETF华泰柏瑞,恒生中国企业ETF易方达",2016-08-19,"1.1516,2.8723,0.9389",2016-08-26,"1.1526,2.8235,0.9325",-0.80%,1.4893
"SH510050,SH510880,SH510300","上证50ETF,红利ETF华泰柏瑞,沪深300ETF华泰柏瑞",2016-08-26,"1.8935,1.7029,2.8235",2016-09-02,"1.9036,1.7068,2.8286",-0.19%,1.4864
"SZ159920,SZ159928,SH511010","恒生ETF,消费ETF,国债ETF",2016-09-02,"1.1706,1.4540,110.9787",2016-09-09,"1.2315,1.4410,111.0920",1.03%,1.5018
"SH510900,SZ159928","恒生中国企业ETF易方达,消费ETF",2016-09-09,"0.9957,1.4410",2016-09-20,"0.9554,1.4150",-2.22%,1.4685
SH511010,国债ETF,2016-09-20,111.1964,2016-09-27,111.2447,0.08%,1.4697
SH511010,国债ETF,2016-09-27,111.2447,2016-10-11,111.5166,0.24%,1.4732
"SH512660,SZ159915,SZ159902","军工ETF,创业板ETF易方达,中小100ETF华夏",2016-10-11,"1.0070,2.1180,3.3370",2016-10-18,"1.0050,2.1070,3.3480",-0.99%,1.4586
"SZ159929,SH511010","医药ETF,国债ETF",2016-10-18,"1.4850,111.7462",2016-10-25,"1.4800,111.9609",0.29%,1.4628
"SZ159930,SH510880,SH510900","能源ETF,红利ETF华泰柏瑞,恒生中国企业ETF易方达",2016-10-25,"0.8320,1.7526,0.9774",2016-11-01,"0.8190,1.7382,0.9683",-1.22%,1.4449
"SH512880,SH512000,SZ159941","证券ETF,券商ETF,纳指ETF",2016-11-01,"1.0700,1.0310,0.2725",2016-11-08,"1.0910,1.0490,0.2707",1.29%,1.4636
"SH510880,SH518880","红利ETF华泰柏瑞,黄金ETF",2016-11-08,"1.7513,2.7980",2016-11-15,"1.7696,2.7090",-1.03%,1.4485
"SZ159949,SH510500,SZ159915","创业板50ETF,中证500ETF,创业板ETF易方达",2016-11-15,"0.9291,5.8223,2.0890",2016-11-22,"0.9259,5.8533,2.0860",-0.42%,1.4424
"SH513500,SH510050","标普500ETF博时,上证50ETF",2016-11-22,"0.7895,2.0113",2016-11-29,"0.8220,2.0880",4.94%,1.5137
"SH510050,SZ159928,SH510180","上证50ETF,消费ETF,上证180ETF",2016-11-29,"2.0880,1.5100,2.5825",2016-12-06,"2.0215,1.4770,2.5095",-1.56%,1.4901
"SH513500,SH518880,SH510230","标普500ETF博时,黄金ETF,金融ETF",2016-12-06,"0.8895,2.6260,0.8426",2016-12-13,"0.9360,2.6320,0.8456",1.59%,1.5137
"SZ159920,SH510410,SH512880","恒生ETF,资源ETF博时,证券ETF",2016-12-13,"1.1706,0.6920,1.0530",2016-12-20,"1.1393,0.6710,1.0300",-2.48%,1.4761
"SH512880,SH512000,SH510300","证券ETF,券商ETF,沪深300ETF华泰柏瑞",2016-12-20,"1.0300,0.9750,2.8219",2016-12-27,"1.0270,0.9690,2.8311",-0.06%,1.4752
"SZ159930,SZ159949,SH513500","能源ETF,创业板50ETF,标普500ETF博时",2016-12-27,"0.8210,0.8230,0.9200",2017-01-04,"0.8100,0.8386,0.7310",-9.04%,1.3419
"SZ159901,SZ159920,SH510230","深证100ETF易方达,恒生ETF,金融ETF",2017-01-04,"1.9687,1.1611,0.8181",2017-01-11,"1.9413,1.1963,0.8124",0.53%,1.349
"SZ159920,SH518880,SZ159928","恒生ETF,黄金ETF,消费ETF",2017-01-11,"1.1963,2.6640,1.5000",2017-01-18,"1.1963,2.6850,1.4640",-0.65%,1.3402
"SH510050,SH510880,SH510180","上证50ETF,红利ETF华泰柏瑞,上证180ETF",2017-01-18,"2.0010,1.7879,2.4669",2017-01-25,"2.0121,1.8080,2.4849",1.17%,1.356
"SH510880,SH510180,SH510050","红利ETF华泰柏瑞,上证180ETF,上证50ETF",2017-01-25,"1.8080,2.4849,2.0121",2017-02-08,"1.8053,2.4866,2.0044",-0.38%,1.3509
"SH518880,SH511010","黄金ETF,国债ETF",2017-02-08,"2.7220,109.0311",2017-02-15,"2.7070,108.9582",-0.17%,1.3485
"SH510900,SZ159930,SH513050","恒生中国企业ETF易方达,能源ETF,中概互联网ETF易方达",2017-02-15,"1.0544,0.8490,1.0580",2017-02-22,"1.0599,0.8510,1.0870",1.32%,1.3663
"SZ159928,SZ159901,SZ159902","消费ETF,深证100ETF易方达,中小100ETF华夏",2017-02-22,"1.5720,2.0174,3.1800",2017-03-01,"1.5620,1.9999,3.1880",-0.04%,1.3656
"SH512070,SZ159920,SH510170","证券保险ETF易方达,恒生ETF,大宗商品ETF",2017-03-01,"1.7080,1.2391,0.4538",2017-03-08,"1.6960,1.2448,0.4538",50.31%,2.0527
"SZ159930,SZ159939,SH518880","能源ETF,信息技术ETF,黄金ETF",2017-03-08,"0.8530,0.5575,2.7170",2017-03-15,"0.8470,0.5590,2.7090",-0.76%,2.037
"SH510880,SH510410,SZ159941","红利ETF华泰柏瑞,资源ETF博时,纳指ETF",2017-03-15,"1.8465,0.7090,0.3243",2017-03-22,"1.8371,0.7010,0.3212",-0.05%,2.036
"SH510410,SH512660,SH512070","资源ETF博时,军工ETF,证券保险ETF易方达",2017-03-22,"0.7010,1.0290,1.6680",2017-03-29,"0.6940,1.0430,1.6640",-0.38%,2.0282
"SZ159929,SH510410","医药ETF,资源ETF博时",2017-03-29,"1.4520,0.6940",2017-04-07,"1.4570,0.7090",0.26%,2.0334
"SH512660,SZ159902,SZ159949","军工ETF,中小100ETF华夏,创业板50ETF",2017-04-07,"1.0700,3.3100,0.7910",2017-04-14,"1.0840,3.2530,0.7630",0.39%,2.0413
"SH510170,SH518880,SZ159941","大宗商品ETF,黄金ETF,纳指ETF",2017-04-14,"0.4577,2.8590,0.3175",2017-04-21,"0.4387,2.8270,0.3090",-2.33%,1.9937
"SZ159928,SH511010,SH518880","消费ETF,国债ETF,黄金ETF",2017-04-21,"1.6410,108.6370,2.8270",2017-04-28,"1.6240,108.3562,2.8120",-0.63%,1.9811
"SZ159915,SZ159949,SZ159939","创业板ETF易方达,创业板50ETF,信息技术ETF",2017-04-28,"1.7770,0.7380,0.5345",2017-05-08,"1.7160,0.7200,0.5235",-1.12%,1.9589
"SH511010,SH510880,SH510180","国债ETF,红利ETF华泰柏瑞,上证180ETF",2017-05-08,"107.5789,1.8127,2.4513",2017-05-15,"107.4144,1.8411,2.4792",0.31%,1.965
"SH510230,SH512070,SH510050","金融ETF,证券保险ETF易方达,上证50ETF",2017-05-15,"0.8244,1.6710,2.0266",2017-05-22,"0.8205,1.6710,2.0257",-0.71%,1.9511
"SZ159901,SZ159915,SZ159902","深证100ETF易方达,创业板ETF易方达,中小100ETF华夏",2017-05-22,"1.9809,1.7110,3.1030",2017-05-31,"2.0023,1.6920,3.0870",-0.79%,1.9356
"SH512000,SH512880,SH510880","券商ETF,证券ETF,红利ETF华泰柏瑞",2017-05-31,"0.9380,0.9900,1.8946",2017-06-07,"0.9410,0.9950,1.9061",0.20%,1.9395
"SH512660,SZ159902,SH510500","军工ETF,中小100ETF华夏,中证500ETF",2017-06-07,"0.8630,3.1950,5.2425",2017-06-14,"0.8610,3.2070,5.2500",2.14%,1.9809
"SZ159928,SH511010","消费ETF,国债ETF",2017-06-14,"1.7510,108.3700",2017-06-21,"1.7580,108.3631",-0.10%,1.979
"SZ159901,SH510230,SZ159943","深证100ETF易方达,金融ETF,深证成指ETF大成",2017-06-21,"2.1282,0.8715,0.9154",2017-06-28,"2.1648,0.8893,0.9186",3.32%,2.0447
"SZ159928,SH510410,SH511010","消费ETF,资源ETF博时,国债ETF",2017-06-28,"1.7950,0.6740,108.4075",2017-07-05,"1.7900,0.6910,108.1730",-0.08%,2.0431
"SH510170,SH512660,SH518880","大宗商品ETF,军工ETF,黄金ETF",2017-07-05,"0.4440,0.8970,2.6880",2017-07-12,"0.4563,0.8850,2.6760",1.62%,2.0762
"SZ159920,SZ159929,SZ159928","恒生ETF,医药ETF,消费ETF",2017-07-12,"1.3532,1.4460,1.7560",2017-07-19,"1.3818,1.4260,1.7340",-1.29%,2.0494
SH513500,标普500ETF博时,2017-07-19,0.7690,2017-07-26,0.7700,0.20%,2.0534
"SH513050,SZ159929","中概互联网ETF易方达,医药ETF",2017-07-26,"1.3710,1.4260",2017-08-02,"1.4480,1.4240",3.25%,2.1203
"SZ159920,SH510050,SH510180","恒生ETF,上证50ETF,上证180ETF",2017-08-02,"1.4303,2.3288,2.8071",2017-08-09,"1.4207,2.2741,2.7751",-0.61%,2.1074
