标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
"SH518880,SH513500,SH511010,SH510900,SZ159920","黄金ETF,标普500ETF博时,国债ETF,恒生中国企业ETF易方达,恒生ETF",2014-06-24,"2.6370,0.5460,97.8464,0.8831,1.0080",2014-07-01,"2.6380,0.5465,97.3993,0.8904,1.0185",-0.06%,1.0377
"SZ159915,SH510500,SZ159902,SZ159901,SZ159929","创业板ETF易方达,中证500ETF,中小100ETF华夏,深证100ETF易方达,医药ETF",2014-07-01,"1.3810,3.3194,2.2520,1.2807,0.9780",2014-07-08,"1.3810,3.3973,2.2600,1.2905,0.9880",0.73%,1.0452
"SH510500,SH510230,SH510180,SH510050,SH511010","中证500ETF,金融ETF,上证180ETF,上证50ETF,国债ETF",2014-07-08,"3.3973,0.4764,1.5195,1.2290,96.9611",2014-07-15,"3.4422,0.4750,1.5266,1.2331,97.0616",0.27%,1.0481
"SZ159928,SH510500,SZ159929,SH510410,SH510180","消费ETF,中证500ETF,医药ETF,资源ETF博时,上证180ETF",2014-07-15,"0.9420,3.4422,0.9920,0.5550,1.5266",2014-07-22,"0.9600,3.4362,0.9910,0.5630,1.5431",0.16%,1.0498
"SZ159928,SH510050,SH510300,SH510180","消费ETF,上证50ETF,沪深300ETF华泰柏瑞,上证180ETF",2014-07-22,"0.9600,1.2494,1.8224,1.5431",2014-07-29,"0.9810,1.3448,1.9418,1.6511",6.98%,1.123
"SH510230,SH510410,SH510170,SZ159930,SH510050","金融ETF,资源ETF博时,大宗商品ETF,能源ETF,上证50ETF",2014-07-29,"0.5263,0.6050,0.3590,0.8390,1.3448",2014-08-05,"0.5307,0.6270,0.3750,0.8760,1.3627",2.56%,1.1518
"SZ159928,SH510410,SZ159930,SH510180,SH510880","消费ETF,资源ETF博时,能源ETF,上证180ETF,红利ETF华泰柏瑞",2014-08-05,"1.0200,0.6270,0.8760,1.6803,1.1223",2014-08-12,"1.0190,0.6300,0.8720,1.6661,1.1285",0.10%,1.1529
"SZ159915,SH510500","创业板ETF易方达,中证500ETF",2014-08-12,"1.3640,3.6996",2014-08-19,"1.4040,3.7834",2.40%,1.1807
"SZ159915,SZ159902,SH510500,SZ159901,SH513500","创业板ETF易方达,中小100ETF华夏,中证500ETF,深证100ETF易方达,标普500ETF博时",2014-08-19,"1.4040,2.4250,3.7834,1.4173,0.5475",2014-08-26,"1.3770,2.3960,3.7115,1.3856,0.5545",0.48%,1.1864
"SH510900,SH513500,SH510300,SH510230,SH510180","恒生中国企业ETF易方达,标普500ETF博时,沪深300ETF华泰柏瑞,金融ETF,上证180ETF",2014-08-26,"0.9618,0.5545,1.9401,0.5090,1.6401",2014-09-02,"0.9481,0.5580,1.9876,0.5188,1.6826",-0.01%,1.1863
"SH510500,SZ159915,SZ159902,SH510410,SZ159928","中证500ETF,创业板ETF易方达,中小100ETF华夏,资源ETF博时,消费ETF",2014-09-02,"3.8492,1.4300,2.4900,0.6380,1.0340",2014-09-10,"3.9600,1.4670,2.5510,0.6500,1.0520",3.49%,1.2277
"SH510500,SZ159902,SZ159915,SZ159929,SZ159928","中证500ETF,中小100ETF华夏,创业板ETF易方达,医药ETF,消费ETF",2014-09-10,"3.9600,2.5510,1.4670,1.0620,1.0520",2014-09-17,"3.9390,2.5050,1.4400,1.0540,1.0300",-2.06%,1.2024
"SH511010,SH518880,SH510880,SH510230,SH510050","国债ETF,黄金ETF,红利ETF华泰柏瑞,金融ETF,上证50ETF",2014-09-17,"97.6072,2.4590,1.1477,0.5156,1.3431",2014-09-24,"98.0845,2.4180,1.1663,0.5234,1.3627",-0.32%,1.1985
SZ159929,医药ETF,2014-09-24,1.0840,2014-10-08,1.1490,2.98%,1.2342
"SZ159929,SH510500,SZ159902,SZ159915,SH510170","医药ETF,中证500ETF,中小100ETF华夏,创业板ETF易方达,大宗商品ETF",2014-10-08,"1.1490,4.2054,2.6380,1.5150,0.4000",2014-10-15,"1.1900,4.1905,2.6110,1.5020,0.4000",0.62%,1.2418
"SZ159929,SH511010,SH510300,SH510880,SZ159930","医药ETF,国债ETF,沪深300ETF华泰柏瑞,红利ETF华泰柏瑞,能源ETF",2014-10-15,"1.1900,99.7829,2.0448,1.1731,0.9130",2014-10-22,"1.1190,99.7771,2.0137,1.1588,0.8780",-0.74%,1.2327
"SH513500,SH518880,SH510050,SH510180,SH510880","标普500ETF博时,黄金ETF,上证50ETF,上证180ETF,红利ETF华泰柏瑞",2014-10-22,"0.5390,2.4640,1.3391,1.7049,1.1588",2014-10-29,"0.5465,2.4280,1.3456,1.7259,1.1725",-0.23%,1.2298
"SH510500,SZ159915,SZ159929,SZ159902,SH510170","中证500ETF,创业板ETF易方达,医药ETF,中小100ETF华夏,大宗商品ETF",2014-10-29,"4.2024,1.4890,1.1430,2.5940,0.3850",2014-11-05,"4.1994,1.4710,1.1220,2.5650,0.3950",0.56%,1.2367
"SZ159930,SH513500,SH510170,SH511010,SZ159902","能源ETF,标普500ETF博时,大宗商品ETF,国债ETF,中小100ETF华夏",2014-11-05,"0.9000,0.5565,0.3950,101.3261,2.5650",2014-11-12,"0.8980,0.5630,0.3955,101.6658,2.5160",-1.28%,1.2209
"SH510230,SH510050,SH510180,SH510880,SH510300","金融ETF,上证50ETF,上证180ETF,红利ETF华泰柏瑞,沪深300ETF华泰柏瑞",2014-11-12,"0.5761,1.4475,1.8389,1.2642,2.1528",2014-11-19,"0.5505,1.3991,1.7937,1.2376,2.1045",-1.31%,1.2049
"SZ159915,SH518880,SZ159902,SZ159929,SH510500","创业板ETF易方达,黄金ETF,中小100ETF华夏,医药ETF,中证500ETF",2014-11-19,"1.4640,2.3500,2.5170,1.1280,4.1875",2014-11-26,"1.5100,2.3630,2.5900,1.1380,4.3760",3.05%,1.2416
"SH510230,SH510050,SH510410,SH510180,SH510300","金融ETF,上证50ETF,资源ETF博时,上证180ETF,沪深300ETF华泰柏瑞",2014-11-26,"0.6115,1.5168,0.6850,1.9349,2.2567",2014-12-03,"0.7011,1.6981,0.7460,2.1206,2.4522",11.25%,1.3813
"SH510230,SH510050,SH510180,SH510410,SH510300","金融ETF,上证50ETF,上证180ETF,资源ETF博时,沪深300ETF华泰柏瑞",2014-12-03,"0.7011,1.6981,2.1206,0.7460,2.4522",2014-12-10,"0.7832,1.8702,2.3111,0.7500,2.6526",5.79%,1.4612
"SH518880,SH511010,SH510410,SZ159929,SH510170","黄金ETF,国债ETF,资源ETF博时,医药ETF,大宗商品ETF",2014-12-10,"2.4630,100.0094,0.7500,1.1930,0.4440",2014-12-17,"2.4010,100.9464,0.7440,1.1830,0.4470",2.35%,1.4955
"SH510230,SH510050,SH510180,SH510300,SH510880","金融ETF,上证50ETF,上证180ETF,沪深300ETF华泰柏瑞,红利ETF华泰柏瑞",2014-12-17,"0.8595,1.9679,2.4346,2.7712,1.5495",2014-12-24,"0.7999,1.8844,2.3329,2.6566,1.5234",2.02%,1.5257
"SH513500,SH511010,SH518880,SZ159901,SH510300","标普500ETF博时,国债ETF,黄金ETF,深证100ETF易方达,沪深300ETF华泰柏瑞",2014-12-24,"0.5750,101.1982,2.3780,1.7398,2.6566",2014-12-31,"0.5740,100.9249,2.4120,1.8452,2.9233",1.21%,1.5441
"SH510230,SH510050,SH510900,SH510180,SH510300","金融ETF,上证50ETF,恒生中国企业ETF易方达,上证180ETF,沪深300ETF华泰柏瑞",2014-12-31,"0.9356,2.1316,1.0800,2.5936,2.9233",2015-01-09,"0.9074,2.1082,1.0965,2.5815,2.9086",0.68%,1.5545
"SZ159915,SH511010,SZ159928,SZ159901,SH510180","创业板ETF易方达,国债ETF,消费ETF,深证100ETF易方达,上证180ETF",2015-01-09,"1.5030,101.2344,1.1790,1.8750,2.5815",2015-01-16,"1.5920,102.7004,1.1720,1.9169,2.6574",0.81%,1.5672
"SH510230,SH510050,SH510180,SZ159930,SH510880","金融ETF,上证50ETF,上证180ETF,能源ETF,红利ETF华泰柏瑞",2015-01-16,"0.9367,2.1750,2.6574,1.1300,1.6691",2015-01-23,"0.8963,2.1082,2.5945,1.1030,1.6185",-2.74%,1.5243
"SH510300,SH510170,SH510180,SH510410,SH510050","沪深300ETF华泰柏瑞,大宗商品ETF,上证180ETF,资源ETF博时,上证50ETF",2015-01-23,"2.9431,0.4850,2.5945,0.8000,2.1082",2015-01-30,"2.8282,0.4678,2.4709,0.7760,1.9771",-2.54%,1.4855
"SZ159939,SH511010,SZ159920,SH513500,SH510500","信息技术ETF,国债ETF,恒生ETF,标普500ETF博时,中证500ETF",2015-01-30,"0.9992,102.7941,1.0936,0.5615,4.7352",2015-02-06,"0.9943,103.9059,1.0898,0.5680,4.6514",0.59%,1.4942
"SH513500,SH511010,SZ159928,SZ159929,SH510880","标普500ETF博时,国债ETF,消费ETF,医药ETF,红利ETF华泰柏瑞",2015-02-06,"0.5680,103.9059,1.1290,1.1780,1.4903",2015-02-13,"0.5785,104.4037,1.1800,1.2240,1.5448",0.99%,1.5089
"SZ159939,SZ159915,SZ159902,SZ159901,SH510500","信息技术ETF,创业板ETF易方达,中小100ETF华夏,深证100ETF易方达,中证500ETF",2015-02-13,"1.0574,1.7610,2.9570,1.9282,4.8460",2015-02-27,"1.1023,1.8630,3.0830,2.0077,5.0645",4.89%,1.5827
"SH510880,SH510410,SH510170,SZ159930,SH510500","红利ETF华泰柏瑞,资源ETF博时,大宗商品ETF,能源ETF,中证500ETF",2015-02-27,"1.6044,0.7800,0.4785,1.0600,5.0645",2015-03-06,"1.5807,0.7890,0.4888,1.0540,5.1483",0.79%,1.5952
"SH511010,SH518880,SZ159920,SH510880,SH510300","国债ETF,黄金ETF,恒生ETF,红利ETF华泰柏瑞,沪深300ETF华泰柏瑞",2015-03-06,"103.6814,2.4390,1.0784,1.5807,2.8654",2015-03-13,"103.6765,2.3590,1.0689,1.6704,2.9745",0.60%,1.6047
"SH510230,SH510050,SH510880,SH510180,SZ159939","金融ETF,上证50ETF,红利ETF华泰柏瑞,上证180ETF,信息技术ETF",2015-03-13,"0.8611,2.0506,1.6704,2.5888,1.1642",2015-03-20,"0.9297,2.2009,1.8063,2.7817,1.2822",6.90%,1.7155
"SH510880,SZ159939,SH510170,SH510500,SH510410","红利ETF华泰柏瑞,信息技术ETF,大宗商品ETF,中证500ETF,资源ETF博时",2015-03-20,"1.8063,1.2822,0.5282,5.7619,0.8530",2015-03-27,"1.8499,1.3402,0.5425,6.0313,0.8840",3.51%,1.7757
"SZ159928,SZ159929,SH518880,SH510410,SH511010","消费ETF,医药ETF,黄金ETF,资源ETF博时,国债ETF",2015-03-27,"1.3880,1.4430,2.4060,0.8840,103.6990",2015-04-03,"1.4340,1.5330,2.3920,0.9150,102.9757",2.11%,1.8133
"SZ159915,SZ159939,SZ159902,SH510500,SZ159929","创业板ETF易方达,信息技术ETF,中小100ETF华夏,中证500ETF,医药ETF",2015-04-03,"2.3910,1.4361,3.9280,6.4773,1.5330",2015-04-13,"2.4510,1.4862,4.0520,7.8064,1.6660",3.71%,1.8805
"SH510500,SZ159929,SH510050,SH510230,SH510880","中证500ETF,医药ETF,上证50ETF,金融ETF,红利ETF华泰柏瑞",2015-04-13,"7.8064,1.6660,2.4983,1.0372,2.1345",2015-04-20,"6.5623,1.5800,2.5918,1.0146,2.1473",4.32%,1.9616
"SZ159930,SH510410,SH510050,SH510170,SH510180","能源ETF,资源ETF博时,上证50ETF,大宗商品ETF,上证180ETF",2015-04-20,"1.3280,0.9950,2.5918,0.6058,3.2620",2015-04-27,"1.5430,1.0960,2.7188,0.6625,3.4558",3.50%,2.0303
"SZ159930,SH510410,SH510170,SZ159915,SZ159939","能源ETF,资源ETF博时,大宗商品ETF,创业板ETF易方达,信息技术ETF",2015-04-27,"1.5430,1.0960,0.6625,2.6500,1.5324",2015-05-05,"1.3870,1.0160,0.6250,2.6700,1.5160",1.36%,2.058
"SZ159920,SH510050,SH510170,SH510410,SH510230","恒生ETF,上证50ETF,大宗商品ETF,资源ETF博时,金融ETF",2015-05-05,"1.2134,2.5860,0.6250,1.0160,1.0041",2015-05-12,"1.2163,2.6135,0.6240,1.0140,1.0354",-2.95%,1.9973
"SZ159939,SZ159915,SZ159902,SH510500,SZ159929","信息技术ETF,创业板ETF易方达,中小100ETF华夏,中证500ETF,医药ETF",2015-05-12,"1.7708,3.1290,4.4610,7.3972,1.7230",2015-05-19,"1.8591,3.1850,4.7320,7.7253,1.7930",4.20%,2.0811
"SZ159915,SZ159939,SZ159902,SH510500,SH518880","创业板ETF易方达,信息技术ETF,中小100ETF华夏,中证500ETF,黄金ETF",2015-05-19,"3.1850,1.8591,4.7320,7.7253,2.4330",2015-05-26,"3.4630,2.0535,5.3980,8.8127,2.4100",7.15%,2.2299
"SZ159930,SZ159928,SH510500,SH510880,SH510170","能源ETF,消费ETF,中证500ETF,红利ETF华泰柏瑞,大宗商品ETF",2015-05-26,"1.4760,1.8340,8.8127,2.4319,0.6927",2015-06-02,"1.4600,1.8640,9.2834,2.4614,0.7048",1.22%,2.2571
"SZ159915,SH518880,SH511010","创业板ETF易方达,黄金ETF,国债ETF",2015-06-02,"3.7680,2.3790,103.4354",2015-06-09,"3.5260,2.3660,104.3812",-0.07%,2.2556
"SZ159930,SH510410,SH510170,SH510880,SH510230","能源ETF,资源ETF博时,大宗商品ETF,红利ETF华泰柏瑞,金融ETF",2015-06-09,"1.5860,1.2250,0.7670,2.6069,1.1026",2015-06-16,"1.5070,1.1480,0.7258,2.5479,1.0469",-0.44%,2.2456
"SH511010,SZ159920,SH510300,SH510230,SH510900","国债ETF,恒生ETF,沪深300ETF华泰柏瑞,金融ETF,恒生中国企业ETF易方达",2015-06-16,"103.6560,1.1792,4.1625,1.0469,1.1441",2015-06-24,"104.1050,1.2220,4.0269,1.0015,1.1863",-2.59%,2.1875
"SH513500,SH511010,SZ159941,SZ159943,SH510170","标普500ETF博时,国债ETF,纳指ETF,深证成指ETF大成,大宗商品ETF",2015-06-24,"0.5850,104.1050,0.9995,14.9274,0.7195",2015-07-01,"0.5720,103.5330,0.9914,14.3730,0.5880",-3.12%,2.1192
"SH518880,SZ159941,SH513500,SZ159920,SH510410","黄金ETF,纳指ETF,标普500ETF博时,恒生ETF,资源ETF博时",2015-07-01,"2.3490,0.9914,0.5720,1.1469,0.9650",2015-07-08,"2.2360,0.9930,0.5595,1.0033,0.6810",-7.20%,1.9666
"SH511010,SZ159941,SH513500,SH518880,SH510880","国债ETF,纳指ETF,标普500ETF博时,黄金ETF,红利ETF华泰柏瑞",2015-07-08,"105.2392,0.9930,0.5595,2.2360,1.6974",2015-07-15,"104.7658,0.2407,0.5825,2.3070,1.9582",-12.81%,1.7146
"SZ159929,SZ159915,SZ159902,SZ159939,SH513500","医药ETF,创业板ETF易方达,中小100ETF华夏,信息技术ETF,标普500ETF博时",2015-07-15,"1.6580,2.4050,3.7860,1.3200,0.5825",2015-07-22,"1.7070,2.7540,4.1750,1.4802,0.5875",0.82%,1.7287
"SZ159939,SH510500,SZ159915,SH510170,SZ159943","信息技术ETF,中证500ETF,创业板ETF易方达,大宗商品ETF,深证成指ETF大成",2015-07-22,"1.4802,7.0121,2.7540,0.5638,1.1382",2015-07-29,"1.3854,6.8468,2.5730,0.5335,1.1015",-8.13%,1.5881
"SZ159941,SZ159920,SH510900,SZ159930,SH510230","纳指ETF,恒生ETF,恒生中国企业ETF易方达,能源ETF,金融ETF",2015-07-29,"0.2470,1.1126,1.0012,1.1600,0.8423",2015-08-05,"0.2465,1.1088,0.9921,1.1280,0.8267",1.36%,1.6097
"SH510880,SH513500","红利ETF华泰柏瑞,标普500ETF博时",2015-08-05,"1.9807,0.5855",2015-08-12,"2.0493,0.6000",2.59%,1.6514
"SH510170,SH510410,SZ159928,SH510500,SZ159939","大宗商品ETF,资源ETF博时,消费ETF,中证500ETF,信息技术ETF",2015-08-12,"0.6045,0.8760,1.5630,7.0364,1.3857",2015-08-19,"0.5612,0.8450,1.5300,7.0767,1.3693",-4.58%,1.5758
"SH513500,SH511010,SZ159920,SH510900,SH510880","标普500ETF博时,国债ETF,恒生ETF,恒生中国企业ETF易方达,红利ETF华泰柏瑞",2015-08-19,"0.6130,105.1221,1.0965,0.9884,1.9999",2015-08-26,"0.5565,105.5145,1.0099,0.8849,1.5211",-11.71%,1.3913
"SH511010,SZ159920,SH513500,SH510900,SZ159941","国债ETF,恒生ETF,标普500ETF博时,恒生中国企业ETF易方达,纳指ETF",2015-08-26,"105.5145,1.0099,0.5565,0.8849,0.2150",2015-09-02,"106.5052,0.9795,0.5645,0.8721,0.2245",3.26%,1.4367
"SH510050,SH510230,SH510180,SH518880,SH511010","上证50ETF,金融ETF,上证180ETF,黄金ETF,国债ETF",2015-09-02,"1.8676,0.7521,2.3910,2.3510,106.5052",2015-09-11,"1.8317,0.7351,2.3886,2.2870,105.6257",-0.94%,1.4231
"SZ159915,SZ159939,SH510900,SZ159920,SZ159943","创业板ETF易方达,信息技术ETF,恒生中国企业ETF易方达,恒生ETF,深证成指ETF大成",2015-09-11,"1.9220,1.0734,0.9087,1.0204,0.8802",2015-09-18,"1.8250,1.0195,0.9270,1.0318,0.8317",-3.07%,1.3795
"SH510900,SZ159941,SZ159920,SH518880,SH513500","恒生中国企业ETF易方达,纳指ETF,恒生ETF,黄金ETF,标普500ETF博时",2015-09-18,"0.9270,0.2370,1.0318,2.3180,0.5795",2015-09-25,"0.8831,0.2288,1.0014,2.3590,0.5660",-1.53%,1.3583
"SH511010,SH513500,SZ159930,SH510880,SH510410","国债ETF,标普500ETF博时,能源ETF,红利ETF华泰柏瑞,资源ETF博时",2015-09-25,"105.6882,0.5660,0.9190,1.6134,0.6400",2015-10-09,"106.2588,0.5805,0.9350,1.6525,0.6570",0.76%,1.3687
"SH510900,SZ159915,SZ159929,SZ159920,SZ159943","恒生中国企业ETF易方达,创业板ETF易方达,医药ETF,恒生ETF,深证成指ETF大成",2015-10-09,"0.9499,2.1030,1.4100,1.0527,0.8851",2015-10-16,"0.9664,2.3290,1.4520,1.0727,0.9562",5.26%,1.4408
"SZ159939,SZ159915,SH510500,SZ159902,SH510170","信息技术ETF,创业板ETF易方达,中证500ETF,中小100ETF华夏,大宗商品ETF",2015-10-16,"1.2398,2.3290,6.0236,3.5710,0.4620",2015-10-23,"1.2695,2.4270,6.1252,3.6560,0.4625",0.94%,1.4543
"SZ159929,SZ159930","医药ETF,能源ETF",2015-10-23,"1.5680,0.9200",2015-10-30,"1.5140,0.9010",0.02%,1.4546
"SZ159941,SH513500,SH510880,SZ159920,SH510230","纳指ETF,标普500ETF博时,红利ETF华泰柏瑞,恒生ETF,金融ETF",2015-10-30,"0.2490,0.6060,1.7627,1.0641,0.7810",2015-11-06,"0.2500,0.6090,1.8499,1.0803,0.8595",2.45%,1.4903
"SH510230,SZ159901,SH510050,SH510300,SH510180","金融ETF,深证100ETF易方达,上证50ETF,沪深300ETF华泰柏瑞,上证180ETF",2015-11-06,"0.8595,2.1941,2.0873,3.1886,2.7163",2015-11-13,"0.8495,2.1838,2.0414,3.1448,2.6590",2.16%,1.5225
"SH511010,SH518880,SZ159941,SH513500,SZ159928","国债ETF,黄金ETF,纳指ETF,标普500ETF博时,消费ETF",2015-11-13,"106.3997,2.2300,0.2465,0.5965,1.3810",2015-11-20,"106.4194,2.2340,0.2495,0.6115,1.4000",0.19%,1.5254
"SH513500,SZ159941,SZ159920,SH510900,SZ159928","标普500ETF博时,纳指ETF,恒生ETF,恒生中国企业ETF易方达,消费ETF",2015-11-20,"0.6115,0.2495,1.0698,0.9454,1.4000",2015-11-27,"0.6120,0.2505,1.0480,0.9105,1.3350",-0.10%,1.524
"SH511010,SZ159920,SH510900","国债ETF,恒生ETF,恒生中国企业ETF易方达",2015-11-27,"106.8332,1.0480,0.9105",2015-12-04,"107.0036,1.0565,0.9197",-0.29%,1.5195
"SZ159901,SH510300,SZ159929,SZ159943,SZ159928","深证100ETF易方达,沪深300ETF华泰柏瑞,医药ETF,深证成指ETF大成,消费ETF",2015-12-04,"2.1848,3.0828,1.5370,1.0781,1.3870",2015-12-11,"2.1638,3.0266,1.5270,1.0578,1.3440",-1.39%,1.4984
"SH511010,SH513500,SH510230,SZ159943,SH510300","国债ETF,标普500ETF博时,金融ETF,深证成指ETF大成,沪深300ETF华泰柏瑞",2015-12-11,"107.1445,0.6075,0.8169,1.0578,3.0266",2015-12-18,"107.4804,0.6055,0.8478,1.1152,3.1597",2.50%,1.5359
"SZ159915,SZ159943,SZ159939,SH510500,SZ159929","创业板ETF易方达,深证成指ETF大成,信息技术ETF,中证500ETF,医药ETF",2015-12-18,"2.6680,1.1152,1.4610,6.6387,1.6000",2015-12-25,"2.6200,1.1291,1.4635,6.7335,1.6320",0.08%,1.5372
"SH513500,SH510900,SZ159920,SZ159941,SH511010","标普500ETF博时,恒生中国企业ETF易方达,恒生ETF,纳指ETF,国债ETF",2015-12-25,"0.6135,0.9325,1.0651,0.2485,107.9730",2016-01-04,"0.6135,0.8794,1.0289,0.2490,107.8794",-0.05%,1.5365
"SH511010,SH510900,SZ159901","国债ETF,恒生中国企业ETF易方达,深证100ETF易方达",2016-01-04,"107.8794,0.8794,2.0911",2016-01-11,"108.2686,0.8189,1.8838",-6.30%,1.4397
"SH518880,SH511010,SH513500,SZ159941,SZ159920","黄金ETF,国债ETF,标普500ETF博时,纳指ETF,恒生ETF",2016-01-11,"2.3470,108.2686,0.5865,0.2338,0.9681",2016-01-18,"2.3130,108.5336,0.5815,0.2345,0.9300",-2.06%,1.41
"SH513500,SZ159941,SH510230,SH510300,SH510050","标普500ETF博时,纳指ETF,金融ETF,沪深300ETF华泰柏瑞,上证50ETF",2016-01-18,"0.5815,0.2345,0.7314,2.6215,1.7290",2016-01-25,"0.5810,0.2295,0.7248,2.6203,1.7248",-0.86%,1.3979
"SZ159929,SH510880,SH510230,SH510050,SH510300","医药ETF,红利ETF华泰柏瑞,金融ETF,上证50ETF,沪深300ETF华泰柏瑞",2016-01-25,"1.2980,1.5465,0.7248,1.7248,2.6203",2016-02-01,"1.2280,1.4281,0.6877,1.6221,2.4339",-4.67%,1.3326
"SZ159920,SH510900,SZ159943,SH513500,SZ159941","恒生ETF,恒生中国企业ETF易方达,深证成指ETF大成,标普500ETF博时,纳指ETF",2016-02-01,"0.9443,0.7713,0.8291,0.5830,0.2307",2016-02-15,"0.9034,0.7502,0.8477,0.5905,0.2227",0.95%,1.3453
"SH518880,SH510410,SZ159915,SZ159929,SH510500","黄金ETF,资源ETF博时,创业板ETF易方达,医药ETF,中证500ETF",2016-02-15,"2.5470,0.5750,2.0170,1.2620,4.9270",2016-02-22,"2.5550,0.6090,2.1420,1.3210,5.2895",4.67%,1.4081
"SH510410,SZ159939,SH510880,SH510500,SZ159902","资源ETF博时,信息技术ETF,红利ETF华泰柏瑞,中证500ETF,中小100ETF华夏",2016-02-22,"0.6090,1.1684,1.5276,5.2895,3.2050",2016-02-29,"0.5850,0.9855,1.4294,4.5981,2.8010",-4.71%,1.3418
"SH511010,SH510900,SZ159930,SZ159928,SH510230","国债ETF,恒生中国企业ETF易方达,能源ETF,消费ETF,金融ETF",2016-02-29,"108.7345,0.7438,0.7530,1.1690,0.6828",2016-03-07,"108.7602,0.8089,0.7940,1.2280,0.7392",4.09%,1.3966
"SH510050,SH510410,SH510230,SH510900,SH510180","上证50ETF,资源ETF博时,金融ETF,恒生中国企业ETF易方达,上证180ETF",2016-03-07,"1.7632,0.6420,0.7392,0.8089,2.2029",2016-03-14,"1.7340,0.6180,0.7308,0.8153,2.1701",-2.10%,1.3673
"SZ159920,SH511010,SH510230,SH510050","恒生ETF,国债ETF,金融ETF,上证50ETF",2016-03-14,"0.9776,109.0291,0.7308,1.7340",2016-03-21,"0.9890,109.0705,0.7821,1.8309",2.20%,1.3974
"SZ159915,SZ159939,SH510500,SZ159902,SZ159901","创业板ETF易方达,信息技术ETF,中证500ETF,中小100ETF华夏,深证100ETF易方达",2016-03-21,"2.1160,1.1440,5.3054,3.1850,1.9077",2016-03-28,"2.0730,1.1301,5.2458,3.1630,1.8677",2.03%,1.4258
