标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
"SZ159941,SH512400,SH510410","纳指ETF,有色金属ETF,资源ETF博时",2019-11-29,"0.4885,0.6128,0.5810",2019-12-27,"0.4915,0.7038,0.6330",5.60%,3.6179
"SH513050,SH512400,SH512000","中概互联网ETF易方达,有色金属ETF,券商ETF",2019-12-27,"1.4740,0.7038,0.9420",2020-02-04,"1.4810,0.6490,0.8510",-6.70%,3.3754
"SH512480,SH511260,SH511010","半导体ETF,十年国债ETF,国债ETF",2020-02-04,"0.8600,109.0576,119.5348",2020-03-03,"1.0215,109.8997,119.9633",7.72%,3.6361
"SH515880,SH512170,SH515600","通信ETF,医疗ETF,央企创新ETF",2020-03-03,"1.2880,0.5330,0.9460",2020-03-31,"1.0720,0.4770,0.8440",-11.11%,3.2321
"SZ159985,SZ159972,SH515210","豆粕ETF,5年地债ETF,钢铁ETF",2020-03-31,"1.0230,95.7718,0.8214",2020-04-29,"0.9470,98.6903,0.8299",-1.23%,3.1924
"SZ159941,SH513050,SH512690","纳指ETF,中概互联网ETF易方达,酒ETF",2020-04-29,"0.5242,1.4870,0.4317",2020-06-01,"0.5303,1.6020,0.5012",6.05%,3.3855
"SH513520,SH513500,SH512690","日经ETF,标普500ETF博时,酒ETF",2020-06-01,"1.0710,1.0165,0.5012",2020-07-01,"1.0680,1.0215,0.5847",4.11%,3.5246
"SH512170,SZ159949,SZ159992","医疗ETF,创业板50ETF,创新药ETF",2020-07-01,"0.6617,0.9330,1.2650",2020-07-29,"0.7400,1.1050,1.5170",10.59%,3.8978
"SH510170,SH518880,SH513080","大宗商品ETF,黄金ETF,法国CAC40ETF",2020-07-29,"0.5238,4.2060,1.0360",2020-08-26,"0.5330,4.0590,1.0460",0.68%,3.9243
"SH512690,SZ159941,SZ159928","酒ETF,纳指ETF,消费ETF",2020-08-26,"0.6961,0.6475,4.6470",2020-09-23,"0.6707,0.6345,4.3650",-4.69%,3.7402
"SZ159985,SH511010,SH510900","豆粕ETF,国债ETF,恒生中国企业ETF易方达",2020-09-23,"1.0760,119.3831,1.0880",2020-10-29,"1.1190,119.0265,1.1120",2.30%,3.8264
"SH512690,SH511030,SH511010","酒ETF,公司债ETF,国债ETF",2020-10-29,"0.7641,3.0595,119.0265",2020-11-26,"0.8127,3.0392,118.7615",2.40%,3.9182
"SH515220,SH512400,SH510410","煤炭ETF,有色金属ETF,资源ETF博时",2020-11-26,"1.1475,0.9290,0.7330",2020-12-24,"1.1564,0.9554,0.7270",0.22%,3.9267
"SH511030,SH515030,SH512690","公司债ETF,新能源车ETF,酒ETF",2020-12-24,"4.2591,1.5720,0.9156",2021-01-22,"4.3096,1.8390,0.9752",195.66%,11.6096
"SH513050,SZ159995,SH510900","中概互联网ETF易方达,芯片ETF,恒生中国企业ETF易方达",2021-01-22,"2.3580,1.4060,1.2680",2021-02-26,"2.2720,1.2260,1.2180",-3.81%,11.1677
"SH510410,SH510170,SH515210","资源ETF博时,大宗商品ETF,钢铁ETF",2021-02-26,"0.8560,0.6875,1.1357",2021-03-26,"0.7790,0.6395,1.2037",-8.14%,10.2583
"SH512690,SH518880,SH511360","酒ETF,黄金ETF,短融ETF海富通",2021-03-26,"0.8656,3.5790,101.7000",2021-04-26,"0.9498,3.6490,101.9680",6.02%,10.8762
"SH515030,SH512690,SZ159949","新能源车ETF,酒ETF,创业板50ETF",2021-04-26,"1.5860,0.9498,1.2670",2021-05-27,"1.7300,1.0855,1.3960",20.53%,13.1092
"SH512670,SH515030,SZ159852","国防ETF,新能源车ETF,软件ETF",2021-05-27,"0.8750,1.7300,1.0760",2021-06-25,"0.9240,2.0040,1.0610",6.28%,13.9324
"SZ159995,SH512480,SH515790","芯片ETF,半导体ETF,光伏ETF",2021-06-25,"1.4990,1.2520,1.2810",2021-07-23,"1.6780,1.4160,1.5540",16.43%,16.222
"SH516780,SH512400,SH515790","稀土ETF,有色金属ETF,光伏ETF",2021-07-23,"1.2780,1.3999,1.5540",2021-08-20,"1.3200,1.3891,1.6090",1.67%,16.4926
"SH515220,SH515210,SH512200","煤炭ETF,钢铁ETF,房地产ETF",2021-08-20,"1.6336,1.5774,0.7660",2021-09-17,"2.1615,1.8424,0.7760",20.78%,19.9203
"SZ159930,SH515220,SZ159869","能源ETF,煤炭ETF,游戏ETF",2021-09-17,"1.0340,2.1615,0.9230",2021-10-26,"0.9820,1.9585,0.9070",-9.01%,18.1261
"SZ159755,SZ159840,SH515030","电池ETF,锂电池ETF工银,新能源车ETF",2021-10-26,"1.3960,1.0900,2.6240",2021-11-23,"1.4270,1.1140,2.6510",1.97%,18.4827
"SH515880,SH512980,SH516910","通信ETF,传媒ETF,物流ETF富国",2021-11-23,"1.1170,0.7760,1.1200",2021-12-21,"1.1130,0.8110,1.1440",0.46%,18.5686
"SH516620,SH512980,SZ159869","影视ETF,传媒ETF,游戏ETF",2021-12-21,"1.1960,0.8110,1.0570",2022-01-19,"1.2540,0.8490,1.1090",5.10%,19.5159
"SZ159920,SH510900,SZ159850","恒生ETF,恒生中国企业ETF易方达,恒生国企ETF",2022-01-19,"1.2380,0.9070,0.7180",2022-02-23,"1.2170,0.8910,0.7080",-2.73%,18.9821
"SZ159608,SH515220,SH512400","稀有金属ETF,煤炭ETF,有色金属ETF",2022-02-23,"1.0130,1.9346,1.3676",2022-03-23,"0.9070,2.0226,1.2481",-4.26%,18.1737
"SZ159985,SZ159972,SH511030","豆粕ETF,5年地债ETF,公司债ETF",2022-03-23,"1.6970,101.2919,5.7776",2022-04-22,"1.6070,102.0257,5.8050",-0.89%,18.0128
"SZ159985,SH518880,SZ159972","豆粕ETF,黄金ETF,5年地债ETF",2022-04-22,"1.6070,3.9510,102.0257",2022-05-25,"1.6220,3.8870,102.4685",-0.66%,17.8938
"SH515790,SZ159755,SZ159608","光伏ETF,电池ETF,稀有金属ETF",2022-05-25,"1.3770,0.9770,0.8600",2022-06-23,"1.6190,1.2790,0.9870",18.75%,21.2489
"SH513360,SZ159840,SZ159755","教育ETF博时,锂电池ETF工银,电池ETF",2022-06-23,"0.4030,1.0070,1.2790",2022-07-21,"0.3990,0.9650,1.2220",0.77%,21.4132
"SH513500,SH511260,SH511030","标普500ETF博时,十年国债ETF,公司债ETF",2022-07-21,"1.2620,116.1897,6.4119",2022-08-18,"1.3650,117.8613,6.4126",3.47%,22.1563
"SZ159995,SH515220,SZ159939","芯片ETF,煤炭ETF,信息技术ETF",2022-08-18,"1.2750,2.2641,0.5950",2022-09-16,"1.1070,2.3277,0.5230",-4.96%,21.0565
"SZ159707,SH512670,SH512200","地产ETF,国防ETF,房地产ETF",2022-09-16,"1.0020,1.0010,0.7650",2022-10-21,"0.9210,0.9650,0.6980",-9.08%,19.1449
"SZ159883,SZ159837,SH512170","医疗器械ETF,生物科技ETF易方达,医疗ETF",2022-10-21,"0.7000,0.6020,0.5090",2022-11-18,"0.6900,0.6400,0.5220",1.07%,19.3502
"SH513130,SZ159615,SZ159892","恒生科技ETF,恒生生物科技ETF南方,恒生医药ETF",2022-11-18,"0.5040,0.9990,0.6830",2022-12-16,"0.5530,1.0240,0.6990",4.08%,20.1406
"SH512690,SH513130,SH513330","酒ETF,恒生科技ETF,恒生互联网ETF",2022-12-16,"0.8630,0.5530,0.4570",2023-01-16,"0.9360,0.5700,0.4840",7.10%,21.5714
"SZ159859,SH513050,SZ159992","生物医药ETF,中概互联网ETF易方达,创新药ETF",2023-01-16,"0.6660,1.1360,1.0500",2023-02-20,"0.6180,1.1040,1.0000",-3.84%,20.7437
"SZ159869,SH512980,SH512690","游戏ETF,传媒ETF,酒ETF",2023-02-20,"0.9600,0.7040,0.9600",2023-03-20,"1.0170,0.7500,0.8570",1.95%,21.1473
"SH512480,SH518880,SZ159995","半导体ETF,黄金ETF,芯片ETF",2023-03-20,"0.9390,4.3270,1.0970",2023-04-18,"1.0490,4.3050,1.2400",12.32%,23.7517
"SZ159869,SZ159995,SH512480","游戏ETF,芯片ETF,半导体ETF",2023-04-18,"1.3200,1.2400,1.0490",2023-05-19,"1.3850,1.0970,0.9300",-7.42%,21.9894
"SH513520,SZ159941,SZ159687","日经ETF,纳指ETF,亚太精选ETF南方",2023-05-19,"1.3960,0.7490,1.0310",2023-06-16,"1.2890,0.8300,1.0980",6.66%,23.4531
"SH511090,SH513130,SH513360","30年国债ETF,恒生科技ETF,教育ETF博时",2023-06-16,"94.0835,0.5690,0.5900",2023-07-18,"95.3256,0.5590,0.5490",-1.52%,23.0967
"SH511030,SZ159985,SZ159732","公司债ETF,豆粕ETF,消费电子ETF",2023-07-18,"8.3663,2.0590,0.7210",2023-08-15,"8.3875,2.2370,0.6670",0.45%,23.2007
"SZ159851,SH511090,SH511260","金融科技ETF,30年国债ETF,十年国债ETF",2023-08-15,"1.1930,96.7018,121.2910",2023-09-12,"1.1380,95.9420,120.8847",-1.23%,22.9143
"SH515220,SH512480,SZ159930","煤炭ETF,半导体ETF,能源ETF",2023-09-12,"2.0358,0.8390,1.2470",2023-10-18,"2.0706,0.8120,1.2530",0.22%,22.9642
"SH513360,SZ159732,SH515250","教育ETF博时,消费电子ETF,智能汽车ETF",2023-10-18,"0.5890,0.6730,0.8780",2023-11-15,"0.5960,0.7150,0.9190",2.08%,23.4425
"SZ159869,SH512980,SH516620","游戏ETF,传媒ETF,影视ETF",2023-11-15,"1.1020,0.7750,0.9700",2023-12-13,"1.1670,0.8120,1.0610",6.65%,25.0019
"SZ159869,SH516620,SH513290","游戏ETF,影视ETF,纳指生物科技ETF汇添富",2023-12-13,"1.1670,1.0610,1.0650",2024-01-11,"0.9860,0.9130,1.1820",-8.81%,22.7982
"SH513290,SZ159930,SH512890","纳指生物科技ETF汇添富,能源ETF,红利低波ETF华泰柏瑞",2024-01-11,"1.1820,1.2750,0.9300",2024-02-08,"1.1330,1.3860,0.9730",2.77%,23.4301
"SZ159930,SH515450,SH510880","能源ETF,红利低波50ETF,红利ETF华泰柏瑞",2024-02-08,"1.3860,1.1292,2.7434",2024-03-15,"1.4300,1.1486,2.8037",2.39%,23.9906
"SH517520,SH515880,SH561330","黄金股ETF,通信ETF,矿业ETF",2024-03-15,"1.1280,1.2110,0.9710",2024-04-16,"1.2410,1.1050,1.0140",9.59%,26.2918
"SH517520,SH561330,SH512400","黄金股ETF,矿业ETF,有色金属ETF",2024-04-16,"1.2410,1.0140,1.0572",2024-05-17,"1.3070,1.0370,1.0778",-2.74%,25.5708
"SZ159707,SH512200,SH513130","地产ETF,房地产ETF,恒生科技ETF",2024-05-17,"0.6840,0.5470,0.5450",2024-06-17,"0.5860,0.4610,0.4960",-6.20%,23.9857
"SZ159509,SH511030,SH512480","纳指科技ETF景顺,公司债ETF,半导体ETF",2024-06-17,"1.7090,9.4420,0.7480",2024-07-15,"1.7150,9.4619,0.7320",0.45%,24.0927
"SH513520,SH517520,SH561330","日经ETF,黄金股ETF,矿业ETF",2024-07-15,"1.5220,1.2910,0.9910",2024-08-12,"1.3560,1.1480,0.8710",-10.13%,21.6526
"SH512200,SZ159992,SH516620","房地产ETF,创新药ETF,影视ETF",2024-08-12,"1.1910,0.6380,0.7060",2024-09-09,"1.1370,0.6070,0.6920",51.25%,32.7496
"SZ159985,SH562700,SZ159755","豆粕ETF,汽车零部件ETF,电池ETF",2024-09-09,"1.9620,0.8340,0.5050",2024-10-16,"1.9140,0.9860,0.6110",12.41%,36.8143
"SZ159851,SZ159546,SH512480","金融科技ETF,集成电路ETF,半导体ETF",2024-10-16,"1.2920,1.0750,0.8740",2024-11-13,"1.6300,1.3260,1.0950",24.55%,45.8528
"SH515400,SZ159851,SZ159998","大数据ETF,金融科技ETF,计算机ETF",2024-11-13,"0.9520,1.6300,0.9950",2024-12-11,"0.8760,1.6060,0.9370",-4.76%,43.6697
"SH562500,SH512980,SZ159667","机器人ETF,传媒ETF,工业母机ETF",2024-12-11,"0.8640,0.8700,1.0830",2025-01-09,"0.7670,0.7380,0.9920",-12.76%,38.0983
"SH511030,SH520830,SH513520","公司债ETF,沙特ETF,日经ETF",2025-01-09,"10.5390,1.1440,1.4970",2025-02-14,"10.5380,1.0980,1.4840",1.87%,38.8105
"SZ159869,SZ159852,SH516620","游戏ETF,软件ETF,影视ETF",2025-02-14,"1.3240,0.9480,1.1750",2025-03-14,"1.2640,0.9210,1.0750",-4.52%,37.0562
"SH512670,SH561330,SH517520","国防ETF,矿业ETF,黄金股ETF",2025-03-14,"0.7510,1.0630,1.2780",2025-04-14,"0.7010,1.0030,1.3960",-1.45%,36.5188
"SZ159698,SH516670,SZ159865","粮食ETF,畜牧养殖ETF,养殖ETF",2025-04-14,"0.9210,0.6600,0.6010",2025-05-15,"0.8790,0.6500,0.5920",-2.00%,35.7874
"SZ159822,SZ159509,SH513730","新经济ETF银华,纳指科技ETF景顺,东南亚科技ETF",2025-05-15,"0.7270,1.5300,1.2440",2025-06-13,"0.6690,1.5420,1.1680",-3.22%,34.6338
"SH520500,SZ159892,SZ159615","恒生创新药ETF,恒生医药ETF,恒生生物科技ETF南方",2025-06-13,"1.6380,0.7570,1.0960",2025-07-11,"1.6440,0.7610,1.0950",-3.25%,33.5074
"SH515790,SH515210,SZ159869","光伏ETF,钢铁ETF,游戏ETF",2025-07-11,"0.7260,1.2720,1.3120",2025-08-08,"0.7320,1.3660,1.3610",4.08%,34.8744
"SH515880,SH588230,SZ159206","通信ETF,科创200ETF,卫星ETF",2025-08-08,"1.7640,1.3120,1.0960",2025-09-05,"2.5180,1.4160,1.1110",10.97%,38.7016
"SH515880,SZ159583,SH588380","通信ETF,通信设备ETF,双创50ETF",2025-09-05,"2.5180,1.0260,0.8470",2025-10-13,"2.5990,1.0495,0.9040",12.22%,43.4325
"SH561330,SH512400,SH560860","矿业ETF,有色金属ETF,工业有色ETF万家",2025-10-13,"1.8020,1.7990,1.4760",2025-11-10,"1.7340,1.7460,1.4250",0.11%,43.4809
"SH515790,SZ159326,SH516160","光伏ETF,电网设备ETF,新能源ETF",2025-11-10,"1.0820,1.5640,3.0630",2025-12-08,"0.9660,1.4400,2.8440",-9.99%,39.138
"SZ159583,SH515880,SZ159206","通信设备ETF,通信ETF,卫星ETF",2025-12-08,"1.2150,2.9410,1.3070",2026-01-07,"1.3470,3.1580,1.7730",22.21%,47.8303
